location,has_owner,owner,raw_material,is_coastal,has_river,river_size_1,river_size_2,river_size_3,river_size_4,river_size_5,adjacent_to_lake,development,population,pop_burghers,pop_clergy,pop_laborers,pop_nobles,pop_peasants,pop_slaves,pop_soldiers,pop_tribesmen,main_rgo_max_level,topography,vegetation,climate,location_rank,river,max_level_RGO_building_alum,level_RGO_building_alum,max_level_RGO_building_amber,level_RGO_building_amber,max_level_RGO_building_bad_sand,level_RGO_building_bad_sand,max_level_RGO_building_beeswax,level_RGO_building_beeswax,max_level_RGO_building_chili,level_RGO_building_chili,max_level_RGO_building_clay,level_RGO_building_clay,max_level_RGO_building_cloves,level_RGO_building_cloves,max_level_RGO_building_coal,level_RGO_building_coal,max_level_RGO_building_cocoa,level_RGO_building_cocoa,max_level_RGO_building_coffee,level_RGO_building_coffee,max_level_RGO_building_copper,level_RGO_building_copper,max_level_RGO_building_cotton,level_RGO_building_cotton,max_level_RGO_building_dyes,level_RGO_building_dyes,max_level_RGO_building_elephants,level_RGO_building_elephants,max_level_RGO_building_fiber_crops,level_RGO_building_fiber_crops,max_level_RGO_building_fish,level_RGO_building_fish,max_level_RGO_building_fruit,level_RGO_building_fruit,max_level_RGO_building_fur,level_RGO_building_fur,max_level_RGO_building_gems,level_RGO_building_gems,max_level_RGO_building_goods_gold,level_RGO_building_goods_gold,max_level_RGO_building_horses,level_RGO_building_horses,max_level_RGO_building_incense,level_RGO_building_incense,max_level_RGO_building_iron,level_RGO_building_iron,max_level_RGO_building_ivory,level_RGO_building_ivory,max_level_RGO_building_lead,level_RGO_building_lead,max_level_RGO_building_legumes,level_RGO_building_legumes,max_level_RGO_building_livestock,level_RGO_building_livestock,max_level_RGO_building_lumber,level_RGO_building_lumber,max_level_RGO_building_marble,level_RGO_building_marble,max_level_RGO_building_medicaments,level_RGO_building_medicaments,max_level_RGO_building_mercury,level_RGO_building_mercury,max_level_RGO_building_olives,level_RGO_building_olives,max_level_RGO_building_pearls,level_RGO_building_pearls,max_level_RGO_building_pepper,level_RGO_building_pepper,max_level_RGO_building_saffron,level_RGO_building_saffron,max_level_RGO_building_salt,level_RGO_building_salt,max_level_RGO_building_saltpeter,level_RGO_building_saltpeter,max_level_RGO_building_sand,level_RGO_building_sand,max_level_RGO_building_silk,level_RGO_building_silk,max_level_RGO_building_silver,level_RGO_building_silver,max_level_RGO_building_stone,level_RGO_building_stone,max_level_RGO_building_sugar,level_RGO_building_sugar,max_level_RGO_building_tea,level_RGO_building_tea,max_level_RGO_building_tin,level_RGO_building_tin,max_level_RGO_building_tobacco,level_RGO_building_tobacco,max_level_RGO_building_wheat,level_RGO_building_wheat,max_level_RGO_building_wild_game,level_RGO_building_wild_game,max_level_RGO_building_wine,level_RGO_building_wine,max_level_RGO_building_wool,level_RGO_building_wool,max_level_apothecary,level_apothecary,max_level_bog_iron_smelter,level_bog_iron_smelter,max_level_brewery,level_brewery,max_level_charcoal_maker,level_charcoal_maker,max_level_clay_pit,level_clay_pit,max_level_cloth_guild,level_cloth_guild,max_level_distillers_guild,level_distillers_guild,max_level_dyes_guild,level_dyes_guild,max_level_elephant_hunting_grounds,level_elephant_hunting_grounds,max_level_farming_village,level_farming_village,max_level_fiber_crops_farm,level_fiber_crops_farm,max_level_fine_cloth_guild,level_fine_cloth_guild,max_level_fishing_village,level_fishing_village,max_level_forest_village,level_forest_village,max_level_fruit_orchard,level_fruit_orchard,max_level_furniture_guild,level_furniture_guild,max_level_glass_guild,level_glass_guild,max_level_hand_cannon_guild,level_hand_cannon_guild,max_level_horse_breeders,level_horse_breeders,max_level_jewelry_guild,level_jewelry_guild,max_level_lacquerware_guild,level_lacquerware_guild,max_level_lumber_mill,level_lumber_mill,max_level_market_village,level_market_village,max_level_marketplace,level_marketplace,max_level_mason,level_mason,max_level_naval_supplies_guild,level_naval_supplies_guild,max_level_paper_guild,level_paper_guild,max_level_porcelain_guild,level_porcelain_guild,max_level_pottery_guild,level_pottery_guild,max_level_provisions_market,level_provisions_market,max_level_rural_clothmaker,level_rural_clothmaker,max_level_rural_glassmaker,level_rural_glassmaker,max_level_salt_collector,level_salt_collector,max_level_sand_pit,level_sand_pit,max_level_scriptorium,level_scriptorium,max_level_sheep_farms,level_sheep_farms,max_level_stone_quarry,level_stone_quarry,max_level_tannery,level_tannery,max_level_tar_kiln,level_tar_kiln,max_level_tools_guild,level_tools_guild,max_level_victualling_house,level_victualling_house,max_level_weapon_guild,level_weapon_guild,max_level_winery,level_winery,max_level_local_smelters,level_local_smelters,max_level_saltpeter_guild,level_saltpeter_guild,max_level_sawmill,level_sawmill,max_level_windmill,level_windmill
gillberg,yes,SWE,lumber,0,0,0,0,0,0,0,0,6,2.01049,0,0.01005,0,0.00502,1.99542,0,0,0,4.34432,wetlands,forest,hemiboreal_climate,rural_settlement,none,,,,,1.3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3616,,,,,,,,1.83816,,,,1.70052,,,,,,,,,,,,,,,,,,,,1.70052,,,,,,,,,,,,,,,,,,1.70052,,,,1.70052,,,,,,,,,,1.70052,,1.70052,,1.70052,,,,,,,,,,,,,,1.70052,,,,,,,,,,,,,,,,,
farnebo,yes,SWE,lumber,0,1,1,0,0,0,0,0,12,1.00924,0,0.00504,0,0.00252,0.8787,0,0,0.12298,5.97346,flatland,forest,boreal_climate,rural_settlement,1,,,,,1.8722,,,,,,1.8722,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5.97346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8722,,,,,,,,,,,,3.25046,,,,,,,,,,,,,,,,,,,,3.25046,,,,,,,,,,,,,,,,,,3.25046,,,,2.25046,,,,,,,,,,2.25046,,2.25046,,2.25046,,,,,,,,,,,,,,3.25046,,,,,,,,,,,,,,,,,
fryksdal,yes,SWE,wild_game,0,1,0,0,1,0,0,0,8,1.01026,0,0.00504,0,0.00252,1.0027,0,0,0,4.88737,wetlands,forest,boreal_climate,rural_settlement,3,,,,,1.5318,,,,,,1.5318,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.5318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88737,,,,,,,,2,,,,2.85051,,,,,,,,,,,,,,,,,,,,2.85051,,,,,,,,,,,,,,,,,,2.85051,,,,1.85051,,,,,,,,,,1.85051,,1.85051,,1.85051,,,,,,,,,,,,,,2.85051,,,,,,,,,,,,,,,,,
josse,yes,SWE,lumber,0,1,1,0,0,0,0,0,7,1.01026,0,0.00504,0,0.00252,1.0027,0,0,0,4.61584,wetlands,forest,boreal_climate,rural_settlement,1,,,,,1.4467,,,,,,1.4467,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4.61584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4467,,,,,,,,1.97432,,,,2.75051,,,,,,,,,,,,,,,,,,,,2.75051,,,,,,,,,,,,,,,,,,2.75051,,,,1.75051,,,,,,,,,,1.75051,,1.75051,,1.75051,,,,,,,,,,,,,,2.75051,,,,,,,,,,,,,,,,,
avesta,yes,SWE,iron,0,1,0,0,1,0,0,0,14,6.8742,0,0.04123,0,0.02405,6.80892,0,0,0,9.34032,flatland,woods,boreal_climate,rural_settlement,3,,,,,2.0424,,2.0424,,,,2.0424,,,,,,,,,,,,,,,,,,,,1,,2.0424,,,,,,,,,,,,9.34032,,,,,,,,,,2.0424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0424,,,,,,,,,,,,3.74371,,,,,,,,,,,,,,,,,,,,3.74371,,,,,,,,,,,,,,,,,,3.74371,,,,2.74371,,,,,,,,,,2.74371,,2.74371,,2.74371,,,,,,,,,,,,,,3.74371,,,,,,,,,,1,,,,,,,
falun,yes,SWE,copper,0,0,0,0,0,0,0,0,9,4.91408,0,0.02456,0,0.01228,4.87724,0,0,0,7.16814,plateau,forest,boreal_climate,rural_settlement,none,,,,,1.6169,,,,,,,,,,,,,,,,7.16814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6169,,,,,,,,,,,,2.1457,,,,,,,,,,,,,,,,,,,,2.1457,,,,,,,,,,,,,,,,,,2.1457,,,,2.1457,,,,,,,,,,2.1457,,2.1457,,2.1457,,,,,,,,,,1.6169,,,,2.1457,,,,,,,,,,1,,,,,,,
leksand,yes,SWE,lumber,0,1,1,0,0,0,0,1,10,4.9141,0,0.02456,0,0.01228,4.87726,0,0,0,5.43042,plateau,forest,boreal_climate,rural_settlement,1,,,,,1.702,,,,,,1.702,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5.43042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.702,,,,,,,,2,,,,3.2457,,,,,,,,,,,,,,,,,,,,3.2457,,,,,,,,,,,,,,,,,,3.2457,,,,2.2457,,,,,,,,,,2.2457,,2.2457,,2.2457,,,,,,,,,,1.702,,,,3.2457,,,,,,,,,,,,,,,,,
grange,yes,SWE,iron,0,1,1,0,0,0,0,0,12,1.2175,0,0.00608,0,0.00304,1.20838,0,0,0,8.47145,flatland,forest,boreal_climate,rural_settlement,1,,,,,1.8722,,,,,,1.8722,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,8.47145,,,,,,,,,,1.8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8722,,,,,,,,,,,,3.26087,,,,,,,,,,,,,,,,,,,,3.26087,,,,,,,,,,,,,,,,,,3.26087,,,,2.26087,,,,,,,,,,2.26087,,2.26087,,2.26087,,,,,,,,,,,,,,3.26087,,,,,,,,,,1,,,,,,,
malung,yes,SWE,lumber,0,1,1,0,0,0,0,0,10,1.20748,0,0.00603,0,0.00301,1.04843,0,0,0.15001,5.43042,plateau,forest,boreal_climate,rural_settlement,1,,,,,1.702,,,,,,1.702,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5.43042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.702,,,,,,,,,,,,3.06037,,,,,,,,,,,,,,,,,,,,3.06037,,,,,,,,,,,,,,,,,,3.06037,,,,2.06037,,,,,,,,,,2.06037,,2.06037,,2.06037,,,,,,,,,,1.702,,,,3.06037,,,,,,,,,,,,,,,,,
mora,yes,SWE,wild_game,0,1,0,0,1,0,0,1,10,1.49985,0,0.00749,0.25031,0.00374,1.23831,0,0,0,5.4719,hills,forest,boreal_climate,rural_settlement,3,,,,,1.715,,,,,,1.715,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4719,,,,,,,,2,,,,3.07499,,,,,,,,,,,,,,,,,,,,3.07499,,,,,,,,,,,,,,,,,,3.07499,,,,2.07499,,,,,,,,,,2.07499,,2.07499,,2.07499,,,,,,,,,,1.715,,,,3.07499,1,,,,,,,,,,,,,,,,
idre,yes,NOR,lumber,0,1,0,0,1,0,0,0,10,0.21425,0,0.00128,0,0.00074,0.18233,0,0,0.0299,5.41447,hills,forest,boreal_climate,rural_settlement,3,,,,,1.697,,,,,,1.697,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5.41447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.697,,,,,,,,,,,,3.01071,,,,,,,,,,,,,,,,,,,,3.01071,,,,,,,,,,,,,,,,,,3.01071,,,,2.01071,,,,,,,,,,2.01071,,2.01071,,2.01071,,,,,,,,,,1.697,,,,3.01071,,,,,,,,,,,,,,,,,
hedemora,yes,SWE,horses,0,1,1,0,0,0,0,0,13,4.91894,0,0.02458,0,0.01229,4.88207,0,0,0,6.24498,flatland,woods,boreal_climate,rural_settlement,1,,,,,1.9573,,1.9573,,,,1.9573,,,,,,,,,,,,,,,,,,,,1,,1.9573,,,,,,,,6.24498,,,,,,,,,,,,,,1.9573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9573,,,,,,,,,,,,3.54594,,,,,,,,,,,,,,,,,,,,3.54594,,,,,,,,,,,,,,,,,,3.54594,,,,2.54594,,,,,,,,,,2.54594,,2.54594,,2.54594,,,,,,,,,,,,,,3.54594,,,,,,,,,,,,,,,,,
orsa,yes,SWE,wild_game,0,0,0,0,0,0,0,1,9,1.21749,0,0.00608,0,0.00304,1.20837,0,0,0,5.15889,plateau,forest,boreal_climate,rural_settlement,none,,,,,1.6169,,,,,,1.6169,,,,,,,,,,,,,,,,,,,,1.6169,,,,,,,,,,,,,,,,,,,,,,,,1.6169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15889,,,,,,,,2,,,,1.96087,,,,,,,,,,,,,,,,,,,,1.96087,,,,,,,,,,,,,,,,,,1.96087,,,,1.96087,,,,,,,,,,1.96087,,1.96087,,1.96087,,,,,,,,,,1.6169,,,,1.96087,,,,,,,,,,,,,,,,,
soderbarke,yes,SWE,lumber,0,1,1,0,0,0,0,0,12,2.9725,0,0.01485,0,0.00742,2.82221,0,0,0.12802,5.97346,flatland,forest,boreal_climate,rural_settlement,1,,,,,1.8722,,,,,,1.8722,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5.97346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8722,,,,,,,,,,,,3.34862,,,,,,,,,,,,,,,,,,,,3.34862,,,,,,,,,,,,,,,,,,3.34862,,,,2.34862,,,,,,,,,,2.34862,,2.34862,,2.34862,,,,,,,,,,,,,,3.34862,,,,,,,,,,,,,,,,,
stora_tuna,yes,SWE,lumber,0,1,0,0,0,0,1,0,12,4.91312,0,0.02456,0,0.01228,4.32689,0,0,0.54939,5.97346,plateau,forest,boreal_climate,rural_settlement,5,,,,,1.8722,,,,,,1.8722,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5.97346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8722,,,,,,,,,,,,3.44565,,,,,,,,,,,,,,,,,,,,3.44565,,,,,,,,,,,,,,,,,,3.44565,,,,2.44565,,,,,,,,,,2.44565,,2.44565,,2.44565,,,,,,,,,,1.8722,,,,3.44565,,,,,,,,,,,,,,,,,
floda,yes,SWE,lumber,0,1,1,0,0,0,0,1,10,2.96148,0,0.0148,0,0.00739,2.34272,0,0,0.59657,5.43042,plateau,forest,boreal_climate,rural_settlement,1,,,,,1.702,,,,,,1.702,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5.43042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.702,,,,,,,,2,,,,3.14807,,,,,,,,,,,,,,,,,,,,3.14807,,,,,,,,,,,,,,,,,,3.14807,,,,2.14807,,,,,,,,,,2.14807,,2.14807,,2.14807,,,,,,,,,,1.702,,,,3.14807,,,,,,,,,,,,,,,,,
gefle,yes,SWE,fish,1,1,0,0,1,0,0,0,14,7.9497,0,0.04769,0.75091,0.02782,7.12328,0,0,0,6.56627,flatland,woods,hemiboreal_climate,rural_settlement,3,,,,,2.058,,2.058,,,,2.058,,,,,,,,,,,,,,,,,,,,6.56627,,2.058,,,,,,,,,,,,,,,,,,,,,,2.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.058,,,,,,,,,,,,3.79748,,,,,,,,,,,,,,,,,,3.79748,,3.79748,,,,,,,,,,,,,,,,,,3.79748,,,,2.79748,,,,,,,,,,2.79748,,2.79748,,2.79748,,2.9498,,,,,,,,,,,,3.79748,3,,,,,,,,,,,,,,,,
hedesunda,yes,SWE,beeswax,0,1,0,0,1,0,0,0,13,5.01695,0,0.02507,0,0.01253,4.97935,0,0,0,6.24498,flatland,forest,hemiboreal_climate,rural_settlement,3,,,,,1.9573,,6.24498,,,,1.9573,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1.9573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9573,,,,,,,,,,,,3.55084,,,,,,,,,,,,,,,,,,,,3.55084,,,,,,,,,,,,,,,,,,3.55084,,,,2.55084,,,,,,,,,,2.55084,,2.55084,,2.55084,,,,,,,,,,,,,,3.55084,,,,,,,,,,,,,,,,,
hamrange,yes,SWE,fish,1,0,0,0,0,0,0,0,12,5.99437,0,0.02996,0,0.01497,5.94944,0,0,0,5.97346,flatland,woods,hemiboreal_climate,rural_settlement,none,,,,,1.8722,,1.8722,,,,1.8722,,,,,,,,,,,,,,,,,,,,5.97346,,1.8722,,,,,,,,,,,,,,,,,,,,,,1.8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8722,,,,,,,,,,,,2.49971,,,,,,,,,,,,,,,,,,2.49971,,2.49971,,,,,,,,,,,,,,,,,,2.49971,,,,2.49971,,,,,,,,,,2.49971,,2.49971,,2.49971,,2.65512,,,,,,,,,,,,2.49971,,,,,,,,,,,,,,,,,
ockelbo,yes,SWE,lumber,0,0,0,0,0,0,0,0,11,4.08193,0,0.0204,0,0.0102,4.05133,0,0,0,5.70195,flatland,forest,boreal_climate,rural_settlement,none,,,,,1.7871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.70195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7871,,,,,,,,,,,,2.30409,,,,,,,,,,,,,,,,,,,,2.30409,,,,,,,,,,,,,,,,,,2.30409,,,,2.30409,,,,,,,,,,2.30409,,2.30409,,2.30409,,,,,,,,,,,,,,2.30409,,,,,,,,,,,,,,,,,
linkoping,yes,SWE,wheat,0,0,0,0,0,0,0,0,17,9.14649,1.00125,0.23738,0.70087,0.09534,7.01153,0,0.10012,0,4.81558,flatland,farmland,hemiboreal_climate,town,none,,,,,1.5093,,1.5093,,,,,,,,,,,,,,,,,,,,,,,,,,1.5093,,,,,,,,,,,,,,,,,,,,1.5093,,1.5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81558,,,,,,1.5093,,3.15732,,,,3.15732,1,,,,,3.15732,,3.15732,,3.15732,,,,,,1.5093,,3.15732,,,,,,,,3.15732,,3.15732,,1,,,,3.15732,,3.15732,,,,,,4.15732,2,3.15732,1,3.15732,1,3.15732,,3.15732,,3.15732,1,3.15732,,,,,,,,,,3.15732,,,,,,3.15732,1,,,3.15732,1,5.70732,,3.15732,1,3.15732,,,,,,,,1,
soderkoping,yes,SWE,fish,1,0,0,0,0,0,0,0,12,9.42319,1.00023,0.25078,0.70016,0.08625,7.28575,0,0.10002,0,3.57284,flatland,forest,hemiboreal_climate,town,none,,,,,1.1198,,,,,,1.1198,,,,,,,,,,,,,,,,,,,,3.57284,,,,,,,,,,,,,,,,,,,,,,,,1.1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1198,,,,,,2.67115,,,,2.67115,1,2.67115,,,,2.67115,,2.67115,,2.67115,,,,,,,,2.67115,,,,,,,,2.67115,,2.67115,,1,,,,2.67115,,2.67115,,,,,,3.67115,2,2.67115,1,2.67115,1,2.67115,,2.67115,,2.67115,1,2.67115,,,,,,1.58808,,,,2.67115,,,,,,2.67115,1,2.67115,,2.67115,1,4.47115,,2.67115,1,2.67115,,,,,,,,,
norrkoping,yes,SWE,wool,1,0,0,0,0,0,0,0,15.5,9.29616,0,0.04647,0,0.02323,9.22646,0,0,0,6.92379,flatland,grasslands,hemiboreal_climate,rural_settlement,none,,,,,2.17004,,2.17004,,,,2.17004,,,,,,,,,,,,,,,,,,,,2.17004,,2.17004,,,,,,,,,,,,,,,,,,,,2.17004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17004,,,,,,6.92379,,,,,,,,,,,,,,,,,,,,,,2.17004,,,,3.0148,,,,,,,,,,,,,,,,,,,,3.0148,,,,3.0148,,,,,,,,,,3.0148,,3.0148,,3.0148,,3.13168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alvastra,yes,SWE,wheat,0,0,0,0,0,0,0,1,15,7.19302,0,0.13609,0,0.01798,7.03895,0,0,0,7.18685,flatland,farmland,hemiboreal_climate,rural_settlement,none,,,,,2.2525,,2.2525,,,,2.2525,,,,,,,,,,,,,,,,,,,,2.2525,,2.2525,,,,,,,,,,,,,,,,,,,,2.2525,,2.2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18685,,,,,,2.2525,,,,2,,,,,,,,,,,,,,,,2.85965,,2.2525,,,,,,,,,,,,,,,,,,,,,,,,2.85965,,,,2.85965,,,,,,,,,,2.85965,,2.85965,,2.85965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
vadstena,yes,SWE,horses,0,0,0,0,0,0,0,1,13,8.91261,0,0.14468,0,0.03228,8.73565,0,0,0,6.24498,flatland,grasslands,hemiboreal_climate,rural_settlement,none,,,,,1.9573,,1.9573,,,,1.9573,,,,,,,,,,,,,,,,,,,,1.9573,,1.9573,,,,,,,,6.24498,,,,,,,,,,,,1.9573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9573,,,,,,1.9573,,,,2,,,,,,,,,,,,,,,,2.74563,,1.9573,,,,,,,,,,,,,,,,,,,,,,,,2.74563,,,,2.74563,,,,,,,,,,2.74563,,2.74563,,2.74563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalmar,yes,SWE,stone,1,0,0,0,0,0,0,0,14.25,8.2512,1.00123,0.2322,0.70086,0.09868,5.6175,0,0.60073,0,3.93825,flatland,woods,hemiboreal_climate,town,none,,,,,1.23432,,1.23432,,,,1.23432,,,,,,,,,,,,,,,,,,,,1.23432,,1.23432,,,,,,,,,,,,,,,,,,,,,,1.23432,,,,,,,,,,,,,,,,,,,,,,,,,,3.93825,,,,,,,,,,,,1.23432,,,,,,2.83756,,,,2.83756,1,2.83756,,,,2.83756,,2.83756,,2.83756,,,,,,,,2.83756,,,,,,,,2.83756,,2.83756,,1,,,,2.83756,,2.83756,,,,,,3.83756,2,2.83756,1,2.83756,1,2.83756,,2.83756,,2.83756,1,2.83756,,,,,,1.77132,,,,2.83756,,,,,,2.83756,1,2.83756,,2.83756,1,4.97506,,2.83756,1,2.83756,,,,,,,,,
tjust,yes,SWE,fish,1,0,0,0,0,0,0,0,11,7.91959,0,0.03959,0,0.01979,7.86021,0,0,0,5.70195,flatland,woods,hemiboreal_climate,rural_settlement,none,,,,,1.7871,,1.7871,,,,1.7871,,,,,,,,,,,,,,,,,,,,5.70195,,1.7871,,,,,,,,,,,,,,,,,,,,,,1.7871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7871,,,,,,,,,,,,2.49597,,,,,,,,,,,,,,,,,,2.49597,,2.49597,,,,,,,,,,,,,,,,,,2.49597,,,,2.49597,,,,,,,,,,2.49597,,2.49597,,2.49597,,2.51896,,,,,,,,,,,,2.49597,,,,,,,,,,,,,,,,,
sevede,yes,SWE,lumber,1,0,0,0,0,0,0,0,11,8.94473,0,0.04472,0,0.02235,8.87766,0,0,0,5.70195,flatland,woods,hemiboreal_climate,rural_settlement,none,,,,,1.7871,,1.7871,,,,1.7871,,,,,,,,,,,,,,,,,,,,1.7871,,1.7871,,,,,,,,,,,,,,,,,,,,,,5.70195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7871,,,,,,,,,,,,2.54723,,,,,,,,,,,,,,,,,,2.54723,,2.54723,,,,,,,,,,,,,,,,,,2.54723,,,,2.54723,,,,,,,,,,2.54723,,2.54723,,2.54723,,2.51896,,,,,,,,,,,,2.54723,,,,,,,,,,,,,,,,,
handbord,yes,SWE,fish,1,0,0,0,0,0,0,0,11,5.89725,0,0.02948,0.75092,0.01473,5.10212,0,0,0,5.7455,flatland,woods,hemiboreal_climate,rural_settlement,none,,,,,1.80075,,1.80075,,,,1.80075,,,,,,,,,,,,,,,,,,,,5.7455,,1.80075,,,,,,,,,,,,,,,,,,,,,,1.80075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80075,,,,,,,,,,,,2.39486,,,,,,,,,,,,,,,,,,2.39486,,2.39486,,,,,,,,,,,,,,,,,,2.39486,,,,2.39486,,,,,,,,,,2.39486,,2.39486,,2.39486,,2.5382,,,,,,,,,,,,2.39486,3,,,,,,,,,,,,,,,,
kinda,yes,SWE,lumber,0,0,0,0,0,0,0,0,5,6.91155,0,0.03455,0.75017,0.01727,6.10956,0,0,0,4.10391,wetlands,forest,hemiboreal_climate,rural_settlement,none,,,,,1.28625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.10391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28625,,,,,,,,1.715,,,,1.84557,,,,,,,,,,,,,,,,,,,,1.84557,,,,,,,,,,,,,,,,,,1.84557,,,,1.84557,,,,,,,,,,1.84557,,1.84557,,1.84557,,,,,,,,,,,,,,1.84557,3,,,,,,,,,,,,,,,,
jonkoping,yes,SWE,livestock,0,0,0,0,0,0,0,1,13,4.94111,0,0.0247,0,0.01234,4.90407,0,0,0,6.24498,flatland,grasslands,hemiboreal_climate,rural_settlement,none,,,,,1.9573,,1.9573,,,,1.9573,,,,,,,,,,,,,,,,,,,,1.9573,,1.9573,,,,,,,,,,,,,,,,,,,,6.24498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9573,,,,,,1.9573,,,,2,,,,,,,,,,,,,,,,2.54705,,1.9573,,,,,,,,,,,,,,,,,,,,,,,,2.54705,,,,2.54705,,,,,,,,,,2.54705,,2.54705,,2.54705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oland,yes,SWE,livestock,1,0,0,0,0,0,0,0,13,2.01055,0,0.01005,0,0.00502,1.99548,0,0,0,6.24498,flatland,grasslands,hemiboreal_climate,rural_settlement,none,,,,,1.9573,,1.9573,,,,1.9573,,,,,,,,,,,,,,,,,,,,1.9573,,1.9573,,,,,,,,,,,,,,,,,,,,6.24498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9573,,,,,,1.9573,,,,,,,,,,,,,,,,,,,,,,1.9573,,,,2.40052,,,,,,,,,,,,,,,,,,,,2.40052,,,,2.40052,,,,,,,,,,2.40052,,2.40052,,2.40052,,2.79128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skara,yes,SWE,wool,0,0,0,0,0,0,0,1,17,10.05449,1.00024,0.2609,0.70017,0.12036,7.8728,0,0.10002,0,4.81558,flatland,farmland,hemiboreal_climate,town,none,,,,,1.5093,,1.5093,,,,1.5093,,,,,,,,,,,,,,,,,,,,1.5093,,1.5093,,,,,,,,,,,,,,,,,,,,1.5093,,1.5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5093,,,,,,4.81558,,3.20272,,2,,3.20272,1,,,,,3.20272,,3.20272,,3.20272,,,,,,1.5093,,3.20272,,,,,,,,3.20272,,3.20272,,1,,,,3.20272,,3.20272,,,,,,4.20272,2,3.20272,1,3.20272,1,3.20272,,3.20272,,3.20272,1,3.20272,,,,,,,,,,3.20272,,,,,,3.20272,1,,,3.20272,1,5.75272,,3.20272,1,3.20272,,,,,,,,,
